rank,game_title,platform,year,genre,publisher,developer,north_america,europe,japan,rest_of_world,global,review,critic_score,user_score,url
1702,Ben 10: Alien Force,DS,2008,Action,Koch Media,1st Playable Productions / OneNine Studios,0.64,0.21,0,0.09,0.94,61.75,,,http://www.vgchartz.com/game/24252/ben-10-alien-force/?region=All
1703,SaGa Frontier 2,PS,1999,Role-Playing,Square,SquareSoft,0.1,0.07,0.71,0.06,0.94,75,7.4,,http://www.vgchartz.com/game/4211/saga-frontier-2/?region=All
1704,Midnight Club: LA Remix,PSP,2008,Racing,Take-Two Interactive,Rockstar London,0.5,0.26,0,0.18,0.94,78.96,7.7,,http://www.vgchartz.com/game/26008/midnight-club-la-remix/?region=All
1705,Haze,PS3,2008,Shooter,Ubisoft,Free Radical Design,0.47,0.3,0.02,0.14,0.94,59,5.6,,http://www.vgchartz.com/game/7253/haze/?region=All
1706,NCAA Football 13,X360,2012,Sports,Electronic Arts,EA Tiburon,0.87,0,0,0.07,0.94,68,7.5,,http://www.vgchartz.com/game/70391/ncaa-football-13/?region=All
1707,MLB 2000,PS,1999,Sports,Sony Computer Entertainment,989 Sports,0.52,0.35,0,0.06,0.94,80,,,http://www.vgchartz.com/game/1373/mlb-2000/?region=All
1708,Bully,PS2,2006,Action,Take-Two Interactive,Rockstar Vancouver,0.75,0.03,0.04,0.12,0.94,87.48,,,http://www.vgchartz.com/game/13625/bully/?region=All
1709,Prince of Persia: The Sands of Time,XB,2003,Adventure,Ubisoft,Ubisoft Montreal,0.57,0.33,0,0.04,0.94,89,9,9.1,http://www.vgchartz.com/game/6392/prince-of-persia-the-sands-of-time/?region=All
1710,Hot Shots Golf Fore!,PS2,2003,Sports,Sony Computer Entertainment,Clap Hanz,0.46,0.36,0,0.12,0.94,85,,,http://www.vgchartz.com/game/991/hot-shots-golf-fore/?region=All
1711,MLB 06: The Show,PS2,2006,Sports,Sony Computer Entertainment,SCEA San Diego Studios,0.78,0.03,0,0.13,0.94,89,,,http://www.vgchartz.com/game/1371/mlb-06-the-show/?region=All
1712,NHL 2003,PS2,2002,Sports,Electronic Arts,EA Canada,0.46,0.36,0,0.12,0.93,81,,,http://www.vgchartz.com/game/5525/nhl-2003/?region=All
1713,Monster Trucks / Quad Desert Fury Double Value!,GBA,2005,Racing,Majesco Entertainment,Skyworks Technologies,0.67,0.25,0,0.02,0.93,58,,,http://www.vgchartz.com/game/27515/monster-trucks-quad-desert-fury-double-value/?region=All
1714,Tony Hawk's Pro Skater 4,XB,2002,Sports,Activision,Neversoft Entertainment,0.59,0.3,0,0.04,0.93,87,9.6,,http://www.vgchartz.com/game/6512/tony-hawks-pro-skater-4/?region=All
1715,Empire: Total War,PC,2009,Strategy,Sega,The Creative Assembly,0,0.85,0,0.08,0.93,88.87,8.9,,http://www.vgchartz.com/game/24380/empire-total-war/?region=All
1716,Toy Story 2: Buzz Lightyear to the Rescue!,N64,1999,Platform,Activision,Traveller's Tales,0.71,0.2,0,0.01,0.93,70,,,http://www.vgchartz.com/game/5940/toy-story-2-buzz-lightyear-to-the-rescue/?region=All
1717,Teenage Mutant Ninja Turtles,GBA,,Platform,Unknown,Konami,0.67,0.25,0,0.02,0.93,69,5.9,,http://www.vgchartz.com/game/12692/teenage-mutant-ninja-turtles/?region=All
1718,MLB 07: The Show,PS2,2007,Sports,Sony Computer Entertainment,SCE San Diego Studio,0.77,0.03,0,0.13,0.93,87,,,http://www.vgchartz.com/game/1372/mlb-07-the-show/?region=All
1719,Inazuma Eleven 3: Sekai e no Chousen!! Bomber / Spark,DS,2010,Role-Playing,Level 5,#N/A,0,0,0.93,0,0.93,56,#N/A,,
1720,SnoCross Championship Racing,PS,1999,Racing,Crave Entertainment,UDS,0.52,0.35,0,0.06,0.93,70,,,http://www.vgchartz.com/game/2086/snocross-championship-racing/?region=All
1721,Uncharted: Golden Abyss,PSV,2011,Action,Sony Computer Entertainment,SCEA Bend Studio / Naughty Dog,0.36,0.35,0.12,0.09,0.93,84,7.9,,http://www.vgchartz.com/game/51791/uncharted-golden-abyss/?region=All
1722,Teenage Mutant Ninja Turtles,PS2,2003,Platform,Konami Digital Entertainment,Konami,0.45,0.35,0,0.12,0.92,71,5.9,,http://www.vgchartz.com/game/12692/teenage-mutant-ninja-turtles/?region=All
1723,Top Gun: Combat Zones,PS2,2001,Simulation,Titus,Digital Integration,0.45,0.35,0,0.12,0.92,56,,,http://www.vgchartz.com/game/5933/top-gun-combat-zones/?region=All
1724,007: The World is not Enough,PS,2000,Action,Electronic Arts,Eurocom Entertainment Software,0.51,0.35,0,0.06,0.92,81.07,7.4,,http://www.vgchartz.com/game/245/007-the-world-is-not-enough/?region=All
1725,My Weight Loss Coach,DS,2008,Sports,Ubisoft,Ubisoft Montreal,0.28,0.53,0,0.11,0.92,77,,,http://www.vgchartz.com/game/18667/my-weight-loss-coach/?region=All
1726,DiRT 2,PS3,2009,Racing,Codemasters,Codemasters,0.26,0.48,0,0.18,0.92,87.57,8.8,,http://www.vgchartz.com/game/28960/dirt-2/?region=All
1727,NHL 98,PS,1997,Sports,Electronic Arts,EA Canada,0.51,0.35,0,0.06,0.92,79,,,http://www.vgchartz.com/game/1628/nhl-98/?region=All
1728,WWE '13,PS3,2012,Action,THQ,Unknown,0.39,0.37,0,0.16,0.92,79,,,http://www.vgchartz.com/game/70837/wwe-13/?region=All
1729,Space Jam,PS,1996,Sports,Acclaim Entertainment,Sculptured Software,0.51,0.35,0,0.06,0.92,56,,,http://www.vgchartz.com/game/30822/space-jam/?region=All
1730,NCAA Football 10,X360,2009,Sports,Electronic Arts,EA Tiburon,0.85,0,0,0.07,0.92,80,8.1,,http://www.vgchartz.com/game/33922/ncaa-football-10/?region=All
1731,Knockout Kings 2000,N64,1999,Fighting,Electronic Arts,EA Sports,0.63,0.27,0,0.02,0.92,79,,,http://www.vgchartz.com/game/5252/knockout-kings-2000/?region=All
1732,Tony Hawk: RIDE,Wii,2009,Sports,Activision,Buzz Monkey Software,0.68,0.16,0,0.08,0.92,54,4.3,,http://www.vgchartz.com/game/34957/tony-hawk-ride/?region=All
1733,Dishonored,PS3,2012,Shooter,Bethesda Softworks,Arkane Studios,0.44,0.31,0.03,0.14,0.92,89.61,,,http://www.vgchartz.com/game/52942/dishonored/?region=All
1734,Toy Story 3: The Video Game,PS3,2010,Action,Disney Interactive Studios,Avalanche Software,0.44,0.34,0,0.14,0.92,78,,,http://www.vgchartz.com/game/43553/toy-story-3-the-video-game/?region=All
1735,Sonic Riders,GC,2006,Racing,Sega,Sonic Team,0.71,0.18,0,0.03,0.92,63.46,,,http://www.vgchartz.com/game/5710/sonic-riders/?region=All
1736,Starsky & Hutch,PS2,2003,Racing,Empire Interactive,Minds-Eye Productions,0.45,0.35,0,0.12,0.92,65,6,,http://www.vgchartz.com/game/5775/starsky-amp-hutch/?region=All
1737,Tobal No.1,PS,1996,Fighting,Sony Computer Entertainment,DreamFactory,0.12,0.08,0.66,0.06,0.92,82.81,7.7,,http://www.vgchartz.com/game/4589/tobal-no1/?region=All
1738,The ICO & Shadow of the Colossus Collection,PS3,2011,Adventure,Sony Computer Entertainment,Bluepoint Games,0.45,0.22,0.13,0.11,0.92,91,9,,http://www.vgchartz.com/game/47275/the-ico-amp-shadow-of-the-colossus-collection/?region=All
1739,Sonic and the Black Knight,Wii,2009,Platform,Sega,Sonic Team,0.5,0.31,0.01,0.09,0.92,71,4.8,8.5,http://www.vgchartz.com/game/24881/sonic-and-the-black-knight/?region=All
1740,Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,Sega,Sega,0.15,0.44,0.27,0.06,0.91,74,6.8,,http://www.vgchartz.com/game/50943/mario-amp-sonic-at-the-london-2012-olympic-games/?region=All
1741,Gold's Gym: Dance Workout,Wii,2010,Sports,Ubisoft,Land Ho!,0.56,0.26,0,0.09,0.91,60,,,http://www.vgchartz.com/game/46219/golds-gym-dance-workout/?region=All
1742,Street Hoops,PS2,2002,Sports,Activision,Black Ops Entertainment,0.45,0.35,0,0.12,0.91,65,,,http://www.vgchartz.com/game/5781/street-hoops/?region=All
1743,Sonic & SEGA All-Stars Racing,DS,2010,Racing,Sega,Sumo Digital,0.39,0.42,0,0.1,0.91,80,7.9,,http://www.vgchartz.com/game/34891/sonic-amp-sega-all-stars-racing/?region=All
1744,Red Dead Redemption: Undead Nightmare,X360,2010,Action,Take-Two Interactive,Rockstar San Diego,0.44,0.35,0.02,0.09,0.91,87,10,,http://www.vgchartz.com/game/48243/red-dead-redemption-undead-nightmare/?region=All
1745,Knockout Kings 2002,PS2,2002,Sports,Electronic Arts,Black Ops Entertainment,0.45,0.35,0,0.12,0.91,76.28,,,http://www.vgchartz.com/game/5253/knockout-kings-2002/?region=All
1746,Dragon's Dogma,PS3,2012,Adventure,Capcom,Capcom,0.19,0.16,0.5,0.07,0.91,79.57,,,http://www.vgchartz.com/game/50852/dragons-dogma/?region=All
1747,Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009,Adventure,Disney Interactive Studios,Hyde,0.5,0.3,0.02,0.09,0.91,40,,,http://www.vgchartz.com/game/38914/disney-fairies-tinker-bell-and-the-lost-treasure/?region=All
1748,Tokyo Xtreme Racer 3,PS2,2003,Racing,Crave Entertainment,Genki,0.35,0.27,0.21,0.09,0.91,64.64,,,http://www.vgchartz.com/game/4607/tokyo-xtreme-racer-3/?region=All
1749,de Blob,Wii,2008,Platform,THQ,Blue Tongue,0.46,0.35,0,0.1,0.91,81.12,8.1,8,http://www.vgchartz.com/game/13703/de-blob/?region=All
1750,Glover,N64,1998,Platform,Hasbro Interactive,Interactive Studios Ltd.,0.72,0.17,0,0.01,0.91,62,,,http://www.vgchartz.com/game/864/glover/?region=All
1751,Colin McRae Rally 2.0,PS,2000,Racing,Codemasters,Codemasters,0.02,0.8,0.02,0.07,0.91,88.82,8.3,,http://www.vgchartz.com/game/6210/colin-mcrae-rally-20/?region=All
1752,SpongeBob SquarePants: The Yellow Avenger,PSP,2006,Action,THQ,Tantalus Interactive,0.55,0.21,0,0.16,0.91,67,5.7,,http://www.vgchartz.com/game/6833/spongebob-squarepants-the-yellow-avenger/?region=All
1753,Namco Museum,XB,,Misc,Unknown,Mass Media,0.77,0.11,0,0.04,0.91,64.05,,,http://www.vgchartz.com/game/6361/namco-museum/?region=All
1754,Brutal Legend,X360,2009,Action,Electronic Arts,Double Fine Productions,0.58,0.24,0,0.09,0.91,81.6,8.5,,http://www.vgchartz.com/game/12324/brutal-legend/?region=All
1755,LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,Traveller's Tales,0.5,0.32,0,0.09,0.91,76,7.5,,http://www.vgchartz.com/game/43295/lego-star-wars-iii-the-clone-wars/?region=All
1756,Sonic Mega Collection Plus,XB,2004,Misc,Sega,Sonic Team,0.61,0.26,0,0.04,0.91,76.27,,,http://www.vgchartz.com/game/5709/sonic-mega-collection-plus/?region=All
1757,LEGO Batman 2: DC Super Heroes,X360,2012,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.48,0.33,0,0.09,0.91,79.54,,,http://www.vgchartz.com/game/70696/lego-batman-2-dc-super-heroes/?region=All
1758,Sonic Free Riders,X360,2010,Racing,Sega,O-TWO inc.,0.59,0.23,0,0.09,0.91,51.24,4.9,,http://www.vgchartz.com/game/45627/sonic-free-riders/?region=All
1759,Medal of Honor: Warfighter,PS3,2012,Shooter,Electronic Arts,Danger Close Games,0.32,0.38,0.05,0.15,0.91,70,,,http://www.vgchartz.com/game/70422/medal-of-honor-warfighter/?region=All
1760,LEGO Harry Potter: Years 5-7,Wii,,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.52,0.3,0,0.09,0.91,79,,,http://www.vgchartz.com/game/51292/lego-harry-potter-years-5-7/?region=All
1761,Tiger Woods PGA Tour 2002,PS2,2002,Sports,Electronic Arts,EA Sports,0.44,0.35,0,0.12,0.9,83.95,,,http://www.vgchartz.com/game/23370/tiger-woods-pga-tour-2002/?region=All
1762,Sonic Unleashed,PS3,2008,Platform,Sega,Sonic Team/Dimps Corporation,0.5,0.27,0.01,0.12,0.9,70,6.7,8.2,http://www.vgchartz.com/game/24508/sonic-unleashed/?region=All
1763,Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,Ubisoft Montreal,0.53,0.28,0,0.09,0.9,80,,,http://www.vgchartz.com/game/51830/your-shape-fitness-evolved-2012/?region=All
1764,AMF Bowling Pinbusters!,Wii,2007,Sports,Bethesda Softworks,Atomic Planet Entertainment,0.83,0,0,0.07,0.9,30.5,,,http://www.vgchartz.com/game/31553/amf-bowling-pinbusters/?region=All
1765,FIFA Street,PS3,2012,Sports,Electronic Arts,EA Canada,0.06,0.63,0,0.21,0.9,76.71,,,http://www.vgchartz.com/game/5093/fifa-street/?region=All
1766,Mini-Yonku Shining Scorpion: Let's & Go!!,SNES,1996,Racing,ASCII Entertainment,KID Corporation,0,0,0.9,0,0.9,70,,,http://www.vgchartz.com/game/3786/mini-yonku-shining-scorpion-lets-amp-go/?region=All
1767,MLB 2005,PS2,2004,Sports,Sony Computer Entertainment,989 Sports,0.44,0.35,0,0.12,0.9,78,,,http://www.vgchartz.com/game/1377/mlb-2005/?region=All
1768,Burnout Revenge,PS2,2005,Racing,Electronic Arts,Criterion Games,0.75,0.03,0,0.12,0.9,93.32,9,,http://www.vgchartz.com/game/4917/burnout-revenge/?region=All
1769,Destruction Derby,PS,1995,Racing,Psygnosis,Reflections Interactive,0.5,0.34,0,0.06,0.9,72.75,,,http://www.vgchartz.com/game/508/destruction-derby/?region=All
1770,3Xtreme,PS,1999,Action,989 Studios,Unknown,0.5,0.34,0,0.06,0.9,40.38,2.9,,http://www.vgchartz.com/game/16/3xtreme/?region=All
1771,Hot Shots Tennis,PS2,2006,Sports,Sony Computer Entertainment,Clap Hanz,0.17,0.13,0.55,0.05,0.9,74,,,http://www.vgchartz.com/game/7035/hot-shots-tennis/?region=All
1772,Sonic Heroes,XB,2003,Platform,Sega,Sonic Team,0.41,0.43,0.01,0.05,0.9,75.36,6.6,,http://www.vgchartz.com/game/5707/sonic-heroes/?region=All
1773,Madden NFL 99,N64,1998,Sports,Electronic Arts,EA Sports,0.84,0.05,0,0.01,0.9,77,,,http://www.vgchartz.com/game/6325/madden-nfl-99/?region=All
1774,Spider-Man 3,PS2,2007,Platform,Activision,Vicarious Visions,0.74,0.03,0.01,0.12,0.9,64,4.4,,http://www.vgchartz.com/game/6126/spider-man-3/?region=All
1775,Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,Capcom,0.42,0.28,0.14,0.07,0.9,85,8.5,,http://www.vgchartz.com/game/45688/super-street-fighter-iv-3d-edition/?region=All
1776,James Bond 007: Agent Under Fire,XB,2002,Shooter,Electronic Arts,EA Redwood Shores,0.65,0.22,0,0.03,0.9,71.42,,,http://www.vgchartz.com/game/6304/james-bond-007-agent-under-fire/?region=All
1777,Apollo Justice: Ace Attorney,DS,2007,Adventure,Capcom,Capcom,0.23,0.01,0.64,0.02,0.9,78.39,8,,http://www.vgchartz.com/game/4008/apollo-justice-ace-attorney/?region=All
1778,X-Men Legends,XB,2004,Role-Playing,Activision,Raven Software,0.62,0.24,0,0.04,0.9,84,8.6,,http://www.vgchartz.com/game/6019/x-men-legends/?region=All
1779,NBA Live 2005,XB,2004,Sports,Electronic Arts,EA Canada,0.81,0.05,0,0.04,0.9,82.54,,,http://www.vgchartz.com/game/5456/nba-live-2005/?region=All
1780,MotorStorm: Arctic Edge,PSP,2009,Racing,Sony Computer Entertainment,Bigbig Studios,0.13,0.5,0,0.26,0.9,81.28,7.7,,http://www.vgchartz.com/game/32173/motorstorm-arctic-edge/?region=All
1781,Harry Potter: Quidditch World Cup,PS2,2003,Sports,Electronic Arts,Electronic Arts,0.44,0.34,0,0.11,0.9,71,,,http://www.vgchartz.com/game/5187/harry-potter-quidditch-world-cup/?region=All
1782,Sonic Generations,X360,2011,Platform,Sega,Sonic Team,0.45,0.35,0,0.09,0.9,78.67,7.3,,http://www.vgchartz.com/game/50911/sonic-generations/?region=All
1783,NCAA Football 11,X360,2010,Sports,Electronic Arts,EA Tiburon,0.83,0,0,0.07,0.9,82,8.5,,http://www.vgchartz.com/game/45851/ncaa-football-11/?region=All
1784,Madagascar,GBA,2005,Platform,Activision,Toys for Bob,0.62,0.24,0,0.03,0.89,57,6.4,,http://www.vgchartz.com/game/5284/madagascar/?region=All
1785,Blitz: The League,PS2,,Sports,Unknown,Midway Games,0.74,0.03,0,0.12,0.89,77.6,7.8,,http://www.vgchartz.com/game/4883/blitz-the-league/?region=All
1786,NBA 2K10,X360,2009,Sports,Take-Two Interactive,Visual Concepts,0.82,0.01,0,0.07,0.89,82,8.4,,http://www.vgchartz.com/game/35481/nba-2k10/?region=All
1787,Guitar Hero: Aerosmith,PS3,2008,Misc,Activision,Vicarious Visions,0.66,0.13,0,0.1,0.89,74,,,http://www.vgchartz.com/game/16428/guitar-hero-aerosmith/?region=All
1788,Castlevania: Circle of the Moon,GBA,2001,Platform,Konami Digital Entertainment,KCEK,0.6,0.22,0.05,0.02,0.89,88.32,8.9,,http://www.vgchartz.com/game/2980/castlevania-circle-of-the-moon/?region=All
1789,Guitar Hero: Metallica,Wii,2009,Misc,Activision,BudCat Creations,0.39,0.41,0,0.1,0.89,88,8.9,,http://www.vgchartz.com/game/23621/guitar-hero-metallica/?region=All
1790,Tiger Woods PGA Tour 06,PS2,2005,Sports,Electronic Arts,EA Sports,0.74,0.03,0,0.12,0.89,81.62,,,http://www.vgchartz.com/game/5870/tiger-woods-pga-tour-06/?region=All
1791,Kung Fu Panda,Wii,2008,Platform,Activision,Luxoflux,0.49,0.31,0,0.09,0.89,57,7.5,,http://www.vgchartz.com/game/23457/kung-fu-panda/?region=All
1792,Classic NES Series: The Legend of Zelda,GBA,2004,Adventure,Nintendo,Nintendo,0.46,0.17,0.24,0.02,0.89,79.02,,,http://www.vgchartz.com/game/26551/classic-nes-series-the-legend-of-zelda/?region=All
1793,Fire Emblem: The Sacred Stones,GBA,2004,Strategy,Nintendo,Intelligent Systems,0.42,0.16,0.3,0.02,0.89,92,8.4,,http://www.vgchartz.com/game/3341/fire-emblem-the-sacred-stones/?region=All
1794,Pokémon Card GB2: GRdan Sanjou,GB,2001,Strategy,Nintendo,#N/A,0,0,0.89,0,0.89,78,#N/A,,
1795,Band Hero,Wii,2009,Misc,Activision,Vicarious Visions,0.54,0.26,0,0.09,0.89,79.39,7.4,,http://www.vgchartz.com/game/37172/band-hero/?region=All
1796,Operation Flashpoint: Dragon Rising,X360,2009,Shooter,Codemasters,Codemasters,0.35,0.43,0.02,0.1,0.89,75.43,7.4,,http://www.vgchartz.com/game/23421/operation-flashpoint-dragon-rising/?region=All
1797,James Cameron's Avatar: The Game,PS3,2009,Action,Ubisoft,Ubisoft Montreal,0.3,0.42,0,0.16,0.89,71,5.8,,http://www.vgchartz.com/game/35152/james-camerons-avatar-the-game/?region=All
1798,Finding Nemo,GC,2003,Action,THQ,Vicarious Visions,0.69,0.18,0,0.02,0.89,52,7,,http://www.vgchartz.com/game/6223/finding-nemo/?region=All
1799,Ace Combat 2,PS,1997,Simulation,Sony Computer Entertainment,Namco,0.16,0.11,0.56,0.06,0.89,81,8.5,,http://www.vgchartz.com/game/23/ace-combat-2/?region=All
