rank,game_title,platform,year,genre,publisher,developer,critic_score,user_score,north_america,europe,japan,rest_of_world,global
1234,WWF War Zone,N64,1998,Fighting,Acclaim Entertainment,Iguana Entertainment,,,1.08,0.24,0,0.02,1.33
1235,Tony Hawk's Pro Skater,GB,2000,Sports,Activision,Neversoft Entertainment,9.6,,0.9,0.38,0.01,0.05,1.33
1236,Spider-Man: The Movie,GBA,2002,Action,Activision,Treyarch,8.2,,0.92,0.35,0.01,0.05,1.33
1237,The Sims: Bustin' Out,GBA,2003,Simulation,Electronic Arts,Maxis,,,0.93,0.35,0,0.06,1.33
1238,Triple Play 2001,PS,2000,Sports,Electronic Arts,Treyarch,,,0.74,0.5,0,0.09,1.33
1239,Metroid Prime 2: Echoes,GC,2004,Shooter,Nintendo,Retro Studios,9.2,,0.87,0.35,0.07,0.04,1.33
1240,Corvette,PS2,2004,Racing,TDK Mediactive,Steel Monkeys,,,0.65,0.51,0,0.17,1.33
1241,UFC Undisputed 2010,PS3,2010,Fighting,THQ,Yuke's Future Media Creators,8.4,,0.75,0.37,0.02,0.18,1.33
1242,NFL 2K3,PS2,2002,Sports,Atari,Visual Concepts,,,1.06,0.08,0,0.18,1.32
1243,World of Warcraft: Wrath of the Lich King,PC,2008,MMO,Blizzard Entertainment  ,Blizzard Entertainment  ,9.3,9.3,0.01,0.13,,1.18,1.32
1244,Dead Rising 2,X360,2010,Action,Capcom,Blue Castle Games,8.2,,0.64,0.47,0.09,0.13,1.32
1245,Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003,Role-Playing,Capcom,Capcom,,,0.31,0.04,0.96,0.01,1.32
1246,Fighting Force,PS,1997,Fighting,Eidos Interactive,Core Design Ltd.,,,0.73,0.5,0,0.09,1.32
1247,Madden NFL 97,PS,1996,Sports,Electronic Arts,EA Tiburon,,,0.73,0.5,0,0.09,1.32
1248,Command & Conquer: Red Alert 2,PC,2000,Strategy,Electronic Arts,Westwood Studios,8.9,,1.32,0,0,0,1.32
1249,Gyromite,NES,1985,Puzzle,Nintendo,Nintendo R&D1,,,0.73,0.16,0.4,0.03,1.32
1250,Turok: Evolution,PS2,2002,Shooter,Acclaim Entertainment,Acclaim Studios Austin,,,0.64,0.5,0,0.17,1.31
1251,Madagascar,PS2,2005,Platform,Activision,Toys for Bob,6.4,,0.78,0.45,0,0.07,1.31
1252,TNN Motor Sports Hardcore 4x4,PS,1996,Racing,ASC Games,Gremlin Interactive,,,0.73,0.5,0,0.09,1.31
1253,IHRA Drag Racing 2,PS2,2002,Racing,Bethesda Softworks,Bethesda Softworks,,,0.64,0.5,0,0.17,1.31
1254,Burnout 3: Takedown,XB,2004,Racing,Electronic Arts,Criterion Games,9.3,,0.84,0.43,0,0.04,1.31
1255,FIFA Soccer 09,PSP,2008,Sports,Electronic Arts,EA Canada,8.6,,0.22,0.72,0.02,0.36,1.31
1256,Kinect Star Wars,X360,2012,Action,Microsoft Game Studios,Terminal Reality,,,0.8,0.35,0.03,0.12,1.31
1257,Ridge Racer 7,PS3,2006,Racing,Namco Bandai Games,Namco Bandai,,,0.23,0.67,0.16,0.25,1.31
1258,Hello Kitty Party,DS,2007,Misc,Rising Star Games,Barnstorm Games,,,0.72,0.47,0,0.13,1.31
1259,Sonic Rivals 2,PSP,2007,Racing,Sega,Backbone Entertainment,6.4,,0.44,0.55,0,0.32,1.31
1260,Rugrats Studio Tour,PS,1999,Adventure,THQ,n-Space,,,0.57,0.67,0,0.07,1.31
1261,Test Drive 5,PS,1997,Racing,Accolade,Pitbull Syndicate,,,1.05,0.2,0,0.05,1.3
1262,World of Warcraft: Mists of Pandaria,PC,2012,Role-Playing,Activision,Blizzard Entertainment,,,0.56,0.55,0,0.18,1.3
1263,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Adventure,Activision,Traveller's Tales,7.5,,0.83,0.35,0,0.12,1.3
1264,Lost Planet: Extreme Condition,X360,2006,Shooter,Capcom,Capcom,7.6,,1.07,0.02,0.1,0.1,1.3
1265,Monster Hunter Freedom,PSP,2005,Role-Playing,Capcom,Capcom,7,,0.23,0.01,1.03,0.03,1.3
1266,Hasbro Family Game Night 2,Wii,2009,Misc,Electronic Arts,EA Bright Light,6.4,,0.68,0.49,0,0.14,1.3
1267,NBA Live 07,PS2,2006,Sports,Electronic Arts,EA Canada,6.3,,1.07,0.04,0.02,0.17,1.3
1268,Dead Space,X360,2008,Action,Electronic Arts,EA Redwood Shores,8.9,,0.83,0.34,0,0.12,1.3
1269,Yu-Gi-Oh! The Sacred Cards,GBA,2002,Role-Playing,Konami Digital Entertainment,Konami,,,0.94,0.35,0,0.02,1.3
1270,Digimon World,PS,1999,Role-Playing,Namco Bandai Games,Bandai,,,0.56,0.38,0.28,0.08,1.3
1271,R.B.I. Baseball 2,NES,1987,Sports,Namco Bandai Games,Namco,,,0,0,1.3,0,1.3
1272,Yoshi's Cookie,NES,1992,Puzzle,Nintendo,Jupiter Multimedia,,,0.53,0.12,0.63,0.02,1.3
1273,SingStar '80s,PS2,2005,Misc,Sony Computer Entertainment,SCEE London Studio,,,0.27,0.02,0,1.01,1.3
1274,Gardening Mama,DS,2009,Puzzle,505 Games,Taito Corporation,6.6,,0.74,0.41,0.01,0.13,1.29
1275,Moshi Monsters: Moshling Zoo,DS,2011,Misc,Activision,Mind Candy,,,0.3,0.83,0,0.16,1.29
1276,Transformers,PS2,2004,Shooter,Atari,Melbourne House,7.8,,0.63,0.49,0,0.16,1.29
1277,Devil May Cry 4,X360,2008,Action,Capcom,Capcom,8.2,8.2,0.76,0.32,0.08,0.13,1.29
1278,Mega Man Battle Network 3 Blue / White Version,GBA,2002,Role-Playing,Capcom,Capcom,,,0.39,0.02,0.85,0.03,1.29
1279,Super Street Fighter IV,PS3,2010,Fighting,Capcom,Capcom / Dimps Corporation,9.3,,0.66,0.3,0.18,0.15,1.29
1280,Resident Evil Zero,GC,2002,Action,Capcom,Capcom Production Studio 3 / Flagship,8.2,,0.54,0.27,0.45,0.04,1.29
1281,Skate 3,PS3,2010,Sports,Electronic Arts,EA Black Box,8.3,,0.56,0.52,0,0.21,1.29
1282,Need for Speed Underground Rivals,PSP,2005,Racing,Electronic Arts,Team Fusion,7.6,,0.68,0.36,0.02,0.23,1.29
1283,Midnight Club 3: DUB Edition (America weekly sales),PS2,2005,Racing,Take-Two Interactive,Rockstar San Diego,,,1.22,0.05,0,0.01,1.29
1284,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,TDK Mediactive,Pocket Studios,,,0.93,0.34,0,0.02,1.29
1285,Far Cry 2,PS3,2008,Shooter,Ubisoft,Ubisoft Montreal,8.5,,0.41,0.63,0.01,0.25,1.29
1286,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,Ubisoft,Ubisoft Montreal,8.2,,0.63,0.43,0.04,0.2,1.29
1287,Army Men 3D,PS,1999,Action,3DO,3DO,,,1.1,0.14,0,0.04,1.28
1288,Twisted Metal 4,PS,1999,Racing,989 Studios,989 Studios,6.7,,1.07,0.16,0,0.04,1.28
1289,The Sims 2,PSP,2005,Simulation,Electronic Arts,Maxis,6.2,,0.46,0.5,0,0.31,1.28
1290,Silent Hill 2,PS2,2001,Action,Konami Digital Entertainment,KCET,,,0.62,0.49,0,0.16,1.28
1291,Resistance 3,PS3,2011,Shooter,Sony Computer Entertainment,Insomniac Games,8.3,,0.56,0.47,0.05,0.2,1.28
1292,MAG: Massive Action Game,PS3,2010,Shooter,Sony Computer Entertainment,Zipper Interactive,7.4,9.5,0.75,0.28,0.09,0.16,1.28
1293,Champions of Norrath,PS2,2004,Role-Playing,Sony Online Entertainment,Snowblind Studios,8.5,,0.63,0.49,0,0.16,1.28
1294,Mafia II,X360,2010,Action,Take-Two Interactive,Illusion Softworks,7.6,,0.65,0.49,0,0.13,1.28
1295,Manhunt,PS2,2003,Action,Take-Two Interactive,Rockstar North,8,,0.63,0.49,0,0.16,1.28
1296,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,THQ,Yuke's Media Creations,,,0.6,0.47,0.01,0.2,1.28
1297,Petz Wild Animals: Dolphinz,DS,2007,Simulation,Ubisoft,Magic Pockets,,,0.68,0.47,0,0.13,1.28
1298,Tony Hawk's Underground,XB,2003,Sports,Activision,Neversoft Entertainment,8.7,,0.85,0.37,0,0.05,1.27
1299,LEGO Batman: The Videogame,PS2,2008,Adventure,Activision,Traveller's Tales,7.5,,0.72,0.42,0,0.13,1.27
1300,.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,CyberConnect2,7.7,,0.49,0.38,0.26,0.13,1.27
1301,Disney Princess: Magical Jewels,DS,2007,Adventure,Disney Interactive Studios,1st Playable Productions,,,1.02,0.15,0,0.11,1.27
1302,Road Rash,PS,1995,Racing,Electronic Arts,Advanced Technology Group,,,0.71,0.48,0,0.08,1.27
1303,Burnout Paradise,X360,2008,Racing,Electronic Arts,Criterion Games,9,,0.59,0.53,0.01,0.14,1.27
1304,Castlevania: Symphony of the Night,PS,1997,Platform,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,9.3,9,0.58,0.4,0.21,0.08,1.27
1305,Forza: Horizon,X360,2012,Racing,Microsoft Game Studios,Microsoft Game Studios FOI,,,0.53,0.57,0.03,0.14,1.27
1306,Xevious,NES,1984,Shooter,Namco Bandai Games,Namco,,,0,0,1.27,0,1.27
1307,Hogan's Alley,NES,1984,Shooter,Nintendo,Intelligent Systems,,,0.68,0.16,0.41,0.02,1.27
1308,Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega,Sonic Team,5.4,,0.87,0.3,0.06,0.03,1.27
1309,Jet Li: Rise to Honor,PS2,2004,Action,Sony Computer Entertainment,Sony Computer Entertainment America,,,0.62,0.48,0,0.16,1.27
1310,Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,Tamsoft,,,0.39,0.26,0.53,0.08,1.27
1311,Imagine: Wedding Designer,DS,2008,Simulation,Ubisoft,Virtual Toys / Lexis Numerique,,,0.55,0.58,0,0.14,1.27
1312,Bakugan: Battle Brawlers,DS,2009,Action,Activision,MTO,6.4,,1.16,0.01,0,0.1,1.26
1313,Toy Story 3: The Video Game,Wii,2010,Action,Disney Interactive Studios,Avalanche Software,,,0.56,0.57,0,0.14,1.26
1314,High School Musical 3: Senior Year DANCE!,Wii,2008,Misc,Disney Interactive Studios,Page 44 Studios,,,0.64,0.48,0,0.13,1.26
1315,EA Playground,Wii,2007,Sports,Electronic Arts,EA Canada,,,0.68,0.46,0,0.13,1.26
1316,Wheel of Fortune,PS,1998,Misc,Hasbro Interactive,Artech Studios,,,0.99,0.22,0,0.04,1.26
1317,The Beatles: Rock Band,X360,2009,Misc,MTV Games,Harmonix Music Systems,9,,0.94,0.21,0,0.11,1.26
1318,Super Mario 64 DS,DS,2004,Platform,Nintendo  ,Nintendo EAD  ,8.6,,0.01,0,1.25,,1.26
1319,Devil Dice,PS,1998,Puzzle,Sony Computer Entertainment,Shift,,,0.05,0.03,1.1,0.08,1.26
1320,Mafia II,PS3,2010,Action,Take-Two Interactive,Illusion Softworks,7.6,,0.4,0.6,0.04,0.22,1.26
1321,Grand Theft Auto: Chinatown Wars,DS,2009,Adventure,Take-Two Interactive,Rockstar Leeds/North,9.5,9.6,0.56,0.52,0.05,0.13,1.26
1322,NBA 2K9,X360,2008,Sports,Take-Two Interactive,Visual Concepts,8.3,,1,0.16,0,0.11,1.26
1323,[Prototype],X360,2009,Action,Activision,Radical Entertainment,7.9,,0.8,0.33,0,0.12,1.25
1324,Call of Duty: Black Ops,Wii,2010,Shooter,Activision,Treyarch,8.8,,0.72,0.41,0,0.13,1.25
1325,F1 2010,PS3,2010,Racing,Codemasters,Codemasters Birmingham,8,,0.22,0.7,0.08,0.24,1.25
1326,Disney Princess: Enchanted Journey,Wii,2007,Adventure,Disney Interactive Studios,Papaya Studios,,,1.15,0.01,0,0.1,1.25
1327,LEGO Pirates of the Caribbean: The Video Game,Wii,2011,Action,Disney Interactive Studios,Traveller's Tales,7.5,,0.6,0.52,0,0.13,1.25
1328,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,Eidos Interactive,Core Design Ltd.,,,0.61,0.48,0,0.16,1.25
1329,Black,PS2,2006,Shooter,Electronic Arts,Criterion Games,7.7,,1.01,0.04,0.03,0.16,1.25
1330,NBA Live 2001,PS,2000,Sports,Electronic Arts,EA Canada,,,0.7,0.47,0,0.08,1.25
1331,Battlefield: Bad Company,PS3,2008,Shooter,Electronic Arts,EA Digital Illusions CE,8.6,,0.73,0.31,0.05,0.16,1.25
1332,Road Rash 3D,PS,1998,Racing,Electronic Arts,Electronic Arts,,,1.05,0.16,0,0.04,1.25
1333,Dead Space 2,PS3,2011,Shooter,Electronic Arts,Visceral Games,9.1,,0.65,0.42,0,0.19,1.25
1334,Star Wars: The Force Unleashed II,PS3,2010,Action,LucasArts,LucasArts,6.3,,0.7,0.37,0,0.18,1.25
1335,Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,LucasArts,7.1,,0.49,0.6,0.01,0.16,1.25
1336,Kinect Joy Ride,X360,2010,Racing,Microsoft Game Studios,Big Park,5.6,,0.77,0.35,0,0.12,1.25
1337,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,Namco Bandai Games,Bandai,,,0,0,1.25,0,1.25
1338,Reel Fishing,PS,1996,Sports,Natsume,Pack-In Video,,,0.99,0.13,0.1,0.04,1.25
1339,Pokémon XD: Gale of Darkness,GC,2005,Role-Playing,Nintendo,Nintendo EAD,,,0.71,0.19,0.31,0.03,1.25
1340,Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,Rockstar San Diego,6.8,,0.39,0.71,0,0.15,1.25
1341,Max Payne 3,X360,2012,Shooter,Take-Two Interactive,Rockstar Vancouver,,,0.72,0.39,0.01,0.12,1.25
1342,UFC Undisputed 2010,X360,2010,Fighting,THQ,Yuke's Future Media Creators,8.4,,0.85,0.29,0,0.12,1.25
1343,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,Ubisoft Shanghai,9.2,9,0.52,0.56,0,0.17,1.25
1344,Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,The Collective,,,0.82,0.38,0,0.04,1.24
1345,Guitar Hero: Aerosmith,Wii,2008,Misc,Activision,Vicarious Visions,,,1,0.14,0,0.1,1.24
1346,Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,NanaOn-Sha,,,0.1,0,1.12,0.01,1.24
1347,Dishonored,X360,2012,Shooter,Bethesda Softworks,Arkane Studios,,,0.74,0.37,0.01,0.12,1.24
1348,Dead Rising 2,PS3,2010,Action,Capcom,Blue Castle Games,8.2,,0.37,0.52,0.15,0.2,1.24
1349,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,3G Studios,,,0.94,0.2,0,0.11,1.24
1350,Need for Speed Carbon,Wii,2006,Racing,Electronic Arts,EA Black Box,7.9,,0.44,0.63,0.02,0.14,1.24
1351,The Sims 2: Nightlife,PC,2005,Simulation,Electronic Arts,Maxis,7.5,,1.22,0.02,0,0,1.24
1352,Oddworld: Abe's Oddysee,PS,1997,Platform,GameBank,Oddworld Inhabitants,8.3,,0.75,0.44,0,0.06,1.24
1353,Ridge Racer V,PS2,2000,Racing,Namco Bandai Games,Namco,,,0.24,0.19,0.75,0.06,1.24
1354,Tetris 2 (All region sales),GB,1992,Puzzle,Nintendo,Nintendo EAD,,,0.56,0.22,0.43,0.03,1.24
1355,Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,Pacific Century Cyber Works,Snowblind Studios,,,0.61,0.48,0,0.16,1.24
1356,MotorStorm: Pacific Rift,PS3,2008,Racing,Sony Computer Entertainment,Evolution Studios,8,8.7,0.39,0.6,0.02,0.24,1.24
1357,Ratchet: Deadlocked,PS2,2005,Shooter,Sony Computer Entertainment,Insomniac Games,,,0.85,0.03,0.22,0.14,1.24
1358,WWE SmackDown vs. Raw 2009,PS2,2008,Fighting,THQ,Yuke's Media Creations,,,0.69,0.42,0,0.13,1.24
1359,Gold's Gym: Cardio Workout,Wii,2008,Sports,Ubisoft,Rocket Company,,,1.07,0.02,0.06,0.09,1.24
1360,Kung Fu Panda,DS,2008,Platform,Activision,Luxoflux,7.5,,0.54,0.55,0,0.13,1.23
1361,Vigilante 8,PS,1998,Racing,Activision,"Luxoflux, Inc.",,,0.68,0.47,0,0.08,1.23
1362,Driv3r,PS2,2004,Racing,Atari,Reflections Interactive,,,0.6,0.47,0,0.16,1.23
1363,Mass Effect 2,PS3,2011,Role-Playing,Electronic Arts,BioWare Edmonton,9.5,8.9,0.71,0.33,0.03,0.17,1.23
1364,Frogger: The Great Quest,PS2,2001,Platform,Konami Digital Entertainment,Konami,3,,0.6,0.47,0,0.16,1.23
1365,Ninja Gaiden,XB,2004,Action,Microsoft Game Studios,Team Ninja,9.4,,0.92,0.2,0.07,0.04,1.23
1366,Mystery Case Files: MillionHeir,DS,2008,Adventure,Nintendo,Big Fish Games,7.4,,0.73,0.38,0,0.12,1.23
1367,Kirby Tilt 'n' Tumble,GB,2000,Puzzle,Nintendo,HAL Laboratory,,,0.29,0.17,0.75,0.02,1.23
1368,"WarioWare, Inc.: Mega MicroGame$",GBA,2003,Puzzle,Nintendo,Nintendo R&D1,,,0.4,0.11,0.7,0.02,1.23
1369,Donkey Kong Country 2,GBA,2004,Platform,Nintendo,Rare Ltd.,7.6,,0.79,0.27,0.12,0.04,1.23
1370,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,Misc,Sony Computer Entertainment,Various,,,0.69,0.47,0,0.08,1.23
1371,Max Payne 3,PS3,2012,Shooter,Take-Two Interactive,Rockstar Vancouver,,,0.42,0.54,0.06,0.21,1.23
1372,SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003,Platform,THQ,Heavy Iron Studios,5.8,,0.88,0.33,0,0.02,1.23
1373,Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,Universal Interactive,Traveller's Tales,6.9,,0.59,0.57,0,0.07,1.23
1374,Marvel vs. Capcom 3: Fate of Two Worlds,PS3,2011,Fighting,Capcom,Capcom,8.2,,0.76,0.22,0.11,0.13,1.22
1375,WCW Mayhem,PS,1998,Fighting,Electronic Arts,Kodiak Interactive,,,0.68,0.46,0,0.08,1.22
1376,NBA Live 99,PS,1997,Sports,Electronic Arts,NuFX,8.3,,1.13,0.05,0,0.03,1.22
1377,SimCity 2000,PS,1996,Simulation,Maxis,Maxis,8,,0.68,0.46,0,0.08,1.22
1378,Go Vacation,Wii,2011,Misc,Namco Bandai Games,Namco Bandai Games,7,,0.32,0.47,0.32,0.1,1.22
1379,Mario & Luigi: Partners in Time,DS,2005,Role-Playing,Nintendo,AlphaDream Corporation,8.8,,0.71,0.02,0.43,0.07,1.22
1380,Golden Sun: The Lost Age,GBA,2002,Role-Playing,Nintendo,Camelot Software Planning,8.3,,0.61,0.27,0.27,0.07,1.22
1381,Mario Power Tennis,GC,2004,Sports,Nintendo,Camelot Software Planning,8.1,,0.58,0.16,0.46,0.03,1.22
1382,Pokémon Ranger: Guardian Signs,DS,2010,Role-Playing,Nintendo,Nintendo EAD,,,0.45,0.13,0.58,0.06,1.22
1383,Winter Sports: The Ultimate Challenge,Wii,2007,Sports,RTL,49Games,,,0.44,0.66,0,0.12,1.22
1384,Sonic's Ultimate Genesis Collection,X360,2009,Misc,Sega,Backbone Entertainment,8.1,,0.63,0.46,0,0.13,1.22
1385,NBA 2K2,PS2,2002,Sports,Sega,Visual Concepts,,,0.59,0.46,0.01,0.15,1.22
1386,Intelligent Qube,PS,1997,Puzzle,Sony Computer Entertainment,Sony Computer Entertainment,7.4,,0.13,0.07,1,0.02,1.22
1387,Max Payne,XB,2001,Shooter,Take-Two Interactive,Remedy Entertainment,8.1,,0.98,0.19,0,0.05,1.22
1388,Ratatouille,DS,2007,Platform,THQ,Helixe,7,,0.48,0.6,0,0.14,1.22
1389,NASCAR Thunder 2003,PS2,2002,Racing,Unknown,EA Tiburon,,,0.6,0.46,0,0.16,1.22
1390,Test Drive 4,PS,1997,Racing,Accolade,Pitbull Syndicate,,,0.67,0.46,0,0.08,1.21
1391,Call of Duty: Finest Hour,XB,2004,Shooter,Activision,Spark Unlimited,,,0.78,0.4,0,0.04,1.21
1392,RollerCoaster Tycoon 2,PC,2002,Strategy,Atari,Chris Sawyer,7.3,,1.19,0.02,0,0,1.21
1393,The Magical Quest starring Mickey Mouse (all region sales),SNES,1992,Platform,Capcom,Capcom,,,0.66,0.17,0.35,0.03,1.21
1394,Ben 10: Protector of Earth,Wii,2007,Action,D3Publisher,1st Playable Productions,,,0.54,0.54,0,0.13,1.21
1395,Crysis 2,X360,2011,Shooter,Electronic Arts,Crytek,8.7,,0.62,0.45,0.02,0.12,1.21
1396,Need for Speed Underground,GC,2003,Racing,Electronic Arts,EA Black Box,8.6,,0.69,0.48,0.01,0.03,1.21
1397,Dragon Quest IV: Michibikareshi Monotachi,PS,2001,Role-Playing,Enix Corporation,Heart Beat,,,0,0,1.2,0.01,1.21
1398,Star Wars Episode 1: Jedi Power Battles,PS,1999,Action,LucasArts,LucasArts,,,0.66,0.48,0.01,0.06,1.21
1399,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,Majesco Entertainment,Majesco Games,,,0.87,0.32,0,0.02,1.21
1400,Fuzion Frenzy,XB,2001,Misc,Microsoft Game Studios,Blitz Games,,,0.93,0.24,0,0.04,1.21
1401,Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,Sony Computer Entertainment,Sucker Punch,,,1.03,0.14,0,0.04,1.21
1402,Chrono Trigger,DS,2008,Role-Playing,Square Enix,SquareSoft,8.8,,0.53,0.12,0.49,0.07,1.21
1403,Cars,PS2,2006,Racing,THQ,Rainbow Studios,,,1.01,0.04,0,0.16,1.21
1404,Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft,Ubisoft Montreal,8.8,,0.46,0.51,0.03,0.21,1.21
1405,Your Shape: Fitness Evolved,X360,2010,Sports,Ubisoft,Ubisoft Montreal,7,,0.71,0.37,0,0.12,1.21
1406,Tom Clancy's Ghost Recon: Future Soldier,X360,2012,Shooter,Ubisoft,Ubisoft Paris,,,0.72,0.36,0.02,0.12,1.21
1407,Dino Crisis 2,PS,2000,Action,Virgin Interactive,Capcom Production Studio 4,8.8,,0.34,0.49,0.28,0.1,1.21
1408,Transformers: Autobots / Decepticons,DS,2007,Action,Activision,Vicarious Visions,,,1.1,0.01,0,0.09,1.2
1409,Enter the Matrix,XB,2003,Action,Atari,Shiny Entertainment,,,0.72,0.43,0.01,0.04,1.2
1410,The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,Black Label Games,Surreal Software,,,0.59,0.46,0,0.15,1.2
1411,NHL 2002,PS2,2001,Sports,Electronic Arts,EA Canada,,,0.59,0.46,0,0.15,1.2
1412,FIFA 07 Soccer,PSP,2006,Sports,Electronic Arts,Team Fusion,8.4,,0.24,0.64,0,0.31,1.2
1413,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005,Sports,Konami Digital Entertainment,Konami Computer Entertainment Tokyo,8,,0.01,0.88,0.31,0,1.2
1414,Alan Wake,X360,2010,Action,Microsoft Game Studios,Remedy Entertainment,,,0.6,0.43,0.05,0.12,1.2
1415,Pikmin 2,GC,2004,Strategy,Nintendo,Nintendo EAD,9.1,,0.48,0.13,0.56,0.03,1.2
1416,SolarStriker,GB,1989,Shooter,Nintendo,Nintendo R&D1,,,0.4,0.39,0.36,0.04,1.2
1417,NFL 2K,DC,1999,Sports,Sega,Visual Concepts,9.7,,1.12,0.05,0,0.02,1.2
1418,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,Sony Computer Entertainment,Slant Six Games,6.3,,0.92,0.14,0.02,0.13,1.2
1419,ATV Offroad Fury 3,PS2,2004,Racing,SouthPeak Games,Climax Group,7.5,,1,0.04,0,0.16,1.2
1420,Spider-Man: The Movie,GC,2002,Action,Activision,Treyarch,8.2,,0.86,0.27,0.01,0.04,1.19
1421,Disney's Chip 'n Dale: Rescue Rangers,NES,1990,Platform,Capcom,Capcom,,,0.68,0.14,0.35,0.02,1.19
1422,Mega Man X,SNES,1993,Platform,Capcom,Capcom,,,0.5,0.16,0.5,0.02,1.19
1423,Hitman 2: Silent Assassin,XB,2002,Action,Eidos Interactive,IO Interactive,,,0.76,0.38,0,0.05,1.19
1424,Need for Speed: The Run,X360,2011,Racing,Electronic Arts,EA Black Box,6.3,,0.52,0.53,0,0.13,1.19
1425,Nuclear Strike,PS,1997,Simulation,Electronic Arts,Electronic Arts,,,0.66,0.45,0,0.08,1.19
1426,Pro Evolution Soccer 2008,Wii,2008,Sports,Konami Digital Entertainment,Konami,8.2,,0.09,0.84,0.11,0.15,1.19
1427,Star Wars: The Force Unleashed II,X360,2010,Action,LucasArts,LucasArts,6.3,,0.79,0.29,0,0.11,1.19
1428,Kobe Bryant in NBA Courtside,N64,1998,Sports,Nintendo,Left Field Productions,,,1.02,0.13,0.04,0.01,1.19
1429,Diddy Kong Racing DS,DS,2007,Racing,Nintendo,Rare Ltd.,5.9,,1.09,0.02,0,0.09,1.19
1430,Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,Nintendo,Square Enix,7.1,,0.64,0.24,0.29,0.02,1.19
1431,The Simpsons: Road Rage,GBA,2003,Racing,THQ,Radical Entertainment,6.1,,0.86,0.32,0,0.02,1.19
1432,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,THQ,Vicarious Visions,,,0.92,0.23,0,0.04,1.19
1433,The Dukes of Hazzard: Racing for Home,PS,1999,Racing,Ubisoft,Sinister Games,,,0.99,0.16,0,0.04,1.19
1434,Scarface: The World is Yours,PS2,2006,Adventure,Vivendi Games,Radical Entertainment,,,0.99,0.04,0,0.16,1.19
1435,Tony Hawk's Pro Skater 2,GBA,2001,Sports,Activision,Neversoft Entertainment,9.3,,0.85,0.31,0,0.02,1.18
1436,Rage,PS3,2011,Shooter,Bethesda Softworks,id Software,7.9,,0.42,0.5,0.06,0.2,1.18
1437,Super Ghouls 'n Ghosts,SNES,1991,Platform,Capcom,Capcom,,,0.5,0.14,0.52,0.02,1.18
1438,EA Sports Active 2,Wii,2010,Sports,Electronic Arts,EA Vancouver,8,,0.72,0.34,0,0.12,1.18
1439,Metal Gear Solid VR Missions,PS,1999,Adventure,Konami Digital Entertainment,Konami Computer Entertainment Japan,6.8,,0.66,0.45,0,0.08,1.18
1440,Mario Tennis,GB,2000,Sports,Nintendo,Camelot Software Planning,8.8,,0.5,0.18,0.44,0.06,1.18
1441,PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,Nintendo,Nintendo EAD,,,0.5,0.19,0.42,0.07,1.18
1442,Metroid: Other M,Wii,2010,Action,Nintendo,Nintendo SPD Production Group 1/Team Ninja,7.7,,0.76,0.2,0.13,0.09,1.18
1443,Shenmue,DC,1999,Adventure,Sega,Sega-AM2,8.9,,0.52,0.24,0.38,0.04,1.18
1444,Dragon Warrior VII,3DS,2006,Role-Playing,Square Enix,Square Enix WO ,,,0,0,1.18,0,1.18
1445,Gun,PS2,2005,Shooter,Activision,Neversoft Entertainment,,,0.98,0.04,0,0.16,1.17
1446,[Prototype],PS3,2009,Action,Activision,Radical Entertainment,7.9,,0.62,0.38,0,0.18,1.17
1447,Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks  ,Obsidian Entertainment  ,8.3,,0.59,0.45,,0.13,1.17
